date,close,volume,symbol,resolved_symbol,provider
2024-09-20,35.79999923706055,15938400,IBIT,IBIT,yfinance
2024-09-23,36.040000915527344,17294800,IBIT,IBIT,yfinance
2024-09-24,36.63999938964844,19764100,IBIT,IBIT,yfinance
2024-09-25,35.970001220703125,13547100,IBIT,IBIT,yfinance
2024-09-26,36.84000015258789,41457100,IBIT,IBIT,yfinance
2024-09-27,37.38999938964844,28884500,IBIT,IBIT,yfinance
2024-09-30,36.130001068115234,23334200,IBIT,IBIT,yfinance
2024-10-01,35.130001068115234,43920500,IBIT,IBIT,yfinance
2024-10-02,34.2400016784668,29353600,IBIT,IBIT,yfinance
2024-10-03,34.720001220703125,18482500,IBIT,IBIT,yfinance
2024-10-04,35.52000045776367,22625700,IBIT,IBIT,yfinance
2024-10-07,36.060001373291016,21124100,IBIT,IBIT,yfinance
2024-10-08,35.400001525878906,25203200,IBIT,IBIT,yfinance
2024-10-09,34.68000030517578,18244000,IBIT,IBIT,yfinance
2024-10-10,33.95000076293945,25996500,IBIT,IBIT,yfinance
2024-10-11,35.939998626708984,33399400,IBIT,IBIT,yfinance
2024-10-14,37.56999969482422,44553100,IBIT,IBIT,yfinance
2024-10-15,38.16999816894531,53539000,IBIT,IBIT,yfinance
2024-10-16,38.58000183105469,26627500,IBIT,IBIT,yfinance
2024-10-17,38.04999923706055,19655500,IBIT,IBIT,yfinance
2024-10-18,39.06999969482422,39820500,IBIT,IBIT,yfinance
2024-10-21,38.56999969482422,28773400,IBIT,IBIT,yfinance
2024-10-22,38.40999984741211,23972900,IBIT,IBIT,yfinance
2024-10-23,37.810001373291016,25771200,IBIT,IBIT,yfinance
2024-10-24,38.869998931884766,27015500,IBIT,IBIT,yfinance
2024-10-25,38.0099983215332,51745600,IBIT,IBIT,yfinance
2024-10-28,39.66999816894531,54652300,IBIT,IBIT,yfinance
2024-10-29,41.33000183105469,81566300,IBIT,IBIT,yfinance
2024-10-30,40.880001068115234,32004700,IBIT,IBIT,yfinance
2024-10-31,39.779998779296875,48039800,IBIT,IBIT,yfinance
2024-11-01,39.369998931884766,49930200,IBIT,IBIT,yfinance
2024-11-04,38.25,36048900,IBIT,IBIT,yfinance
2024-11-05,39.5099983215332,36660400,IBIT,IBIT,yfinance
2024-11-06,43.400001525878906,97138100,IBIT,IBIT,yfinance
2024-11-07,43.599998474121094,40670200,IBIT,IBIT,yfinance
2024-11-08,43.689998626708984,44183700,IBIT,IBIT,yfinance
2024-11-11,49.56999969482422,96319200,IBIT,IBIT,yfinance
2024-11-12,51.04999923706055,77294900,IBIT,IBIT,yfinance
2024-11-13,51.040000915527344,103319300,IBIT,IBIT,yfinance
2024-11-14,49.72999954223633,60782800,IBIT,IBIT,yfinance
2024-11-15,52.130001068115234,46939400,IBIT,IBIT,yfinance
2024-11-18,52.130001068115234,61022200,IBIT,IBIT,yfinance
2024-11-19,52.70000076293945,80884000,IBIT,IBIT,yfinance
2024-11-20,53.720001220703125,70154500,IBIT,IBIT,yfinance
2024-11-21,55.900001525878906,93957600,IBIT,IBIT,yfinance
2024-11-22,56.4900016784668,66020400,IBIT,IBIT,yfinance
2024-11-25,54.02000045776367,69396700,IBIT,IBIT,yfinance
2024-11-26,51.70000076293945,67423300,IBIT,IBIT,yfinance
2024-11-27,55.029998779296875,61783500,IBIT,IBIT,yfinance
2024-11-29,55.209999084472656,30337300,IBIT,IBIT,yfinance
2024-12-02,54.47999954223633,52619400,IBIT,IBIT,yfinance
2024-12-03,54.459999084472656,39000400,IBIT,IBIT,yfinance
2024-12-04,56.41999816894531,58655300,IBIT,IBIT,yfinance
2024-12-05,56.400001525878906,89447600,IBIT,IBIT,yfinance
2024-12-06,57.79999923706055,50017000,IBIT,IBIT,yfinance
2024-12-09,54.72999954223633,55677600,IBIT,IBIT,yfinance
2024-12-10,54.900001525878906,48810000,IBIT,IBIT,yfinance
2024-12-11,57.720001220703125,48872600,IBIT,IBIT,yfinance
2024-12-12,56.91999816894531,38811300,IBIT,IBIT,yfinance
2024-12-13,57.90999984741211,37881700,IBIT,IBIT,yfinance
2024-12-16,60.220001220703125,63994100,IBIT,IBIT,yfinance
2024-12-17,60.72999954223633,49617700,IBIT,IBIT,yfinance
2024-12-18,57.18000030517578,69862700,IBIT,IBIT,yfinance
2024-12-19,54.720001220703125,79563900,IBIT,IBIT,yfinance
2024-12-20,54.810001373291016,55327900,IBIT,IBIT,yfinance
2024-12-23,52.869998931884766,44528500,IBIT,IBIT,yfinance
2024-12-24,56.22999954223633,27692700,IBIT,IBIT,yfinance
2024-12-26,54.29999923706055,26500600,IBIT,IBIT,yfinance
2024-12-27,53.68000030517578,35983000,IBIT,IBIT,yfinance
2024-12-30,53.54999923706055,39340000,IBIT,IBIT,yfinance
2024-12-31,53.04999923706055,30143600,IBIT,IBIT,yfinance
2025-01-02,55.369998931884766,41029200,IBIT,IBIT,yfinance
2025-01-03,55.959999084472656,32839500,IBIT,IBIT,yfinance
2025-01-06,58.16999816894531,47318400,IBIT,IBIT,yfinance
2025-01-07,54.790000915527344,57081800,IBIT,IBIT,yfinance
2025-01-08,53.34000015258789,47071000,IBIT,IBIT,yfinance
2025-01-10,53.84000015258789,43996100,IBIT,IBIT,yfinance
2025-01-13,53.220001220703125,44866500,IBIT,IBIT,yfinance
2025-01-14,54.83000183105469,30772800,IBIT,IBIT,yfinance
2025-01-15,56.63999938964844,42124700,IBIT,IBIT,yfinance
2025-01-16,57.09000015258789,35548000,IBIT,IBIT,yfinance
2025-01-17,59.619998931884766,70766100,IBIT,IBIT,yfinance
2025-01-21,60.41999816894531,63410700,IBIT,IBIT,yfinance
2025-01-22,59.380001068115234,37667900,IBIT,IBIT,yfinance
2025-01-23,58.790000915527344,118197600,IBIT,IBIT,yfinance
2025-01-24,59.70000076293945,46082300,IBIT,IBIT,yfinance
2025-01-27,57.66999816894531,61243100,IBIT,IBIT,yfinance
2025-01-28,57.58000183105469,30257000,IBIT,IBIT,yfinance
2025-01-29,59.34000015258789,38059400,IBIT,IBIT,yfinance
2025-01-30,59.720001220703125,33479300,IBIT,IBIT,yfinance
2025-01-31,57.709999084472656,41738300,IBIT,IBIT,yfinance
2025-02-03,57.58000183105469,73864900,IBIT,IBIT,yfinance
2025-02-04,56.130001068115234,48597700,IBIT,IBIT,yfinance
2025-02-05,55.33000183105469,24705000,IBIT,IBIT,yfinance
2025-02-06,55.119998931884766,28324400,IBIT,IBIT,yfinance
2025-02-07,54.470001220703125,41477300,IBIT,IBIT,yfinance
2025-02-10,55.380001068115234,21331800,IBIT,IBIT,yfinance
2025-02-11,54.11000061035156,27542700,IBIT,IBIT,yfinance
2025-02-12,55.15999984741211,34445200,IBIT,IBIT,yfinance
2025-02-13,54.7400016784668,24211200,IBIT,IBIT,yfinance
2025-02-14,55.33000183105469,27505400,IBIT,IBIT,yfinance
2025-02-18,53.5099983215332,38190500,IBIT,IBIT,yfinance
2025-02-19,54.650001525878906,29062100,IBIT,IBIT,yfinance
2025-02-20,56.040000915527344,25814900,IBIT,IBIT,yfinance
2025-02-21,53.91999816894531,48588600,IBIT,IBIT,yfinance
2025-02-24,53.40999984741211,38111600,IBIT,IBIT,yfinance
2025-02-25,50.029998779296875,103835200,IBIT,IBIT,yfinance
2025-02-26,47.959999084472656,85749300,IBIT,IBIT,yfinance
2025-02-27,47.349998474121094,43346500,IBIT,IBIT,yfinance
2025-02-28,47.900001525878906,59648300,IBIT,IBIT,yfinance
2025-03-03,48.900001525878906,92274100,IBIT,IBIT,yfinance
2025-03-04,49.38999938964844,72360100,IBIT,IBIT,yfinance
2025-03-05,51.439998626708984,49050700,IBIT,IBIT,yfinance
2025-03-06,50.63999938964844,50275000,IBIT,IBIT,yfinance
2025-03-07,49.43000030517578,59351100,IBIT,IBIT,yfinance
2025-03-10,44.90999984741211,85278800,IBIT,IBIT,yfinance
2025-03-11,47.2400016784668,48562700,IBIT,IBIT,yfinance
2025-03-12,47.150001525878906,32196200,IBIT,IBIT,yfinance
2025-03-13,45.52000045776367,42870400,IBIT,IBIT,yfinance
2025-03-14,48.13999938964844,43770200,IBIT,IBIT,yfinance
2025-03-17,48.060001373291016,28998300,IBIT,IBIT,yfinance
2025-03-18,46.810001373291016,33645500,IBIT,IBIT,yfinance
2025-03-19,48.61000061035156,40812800,IBIT,IBIT,yfinance
2025-03-20,47.849998474121094,30509100,IBIT,IBIT,yfinance
2025-03-21,47.70000076293945,18141500,IBIT,IBIT,yfinance
2025-03-24,50.18000030517578,29833300,IBIT,IBIT,yfinance
2025-03-25,50.13999938964844,21846300,IBIT,IBIT,yfinance
2025-03-26,49.18000030517578,28741800,IBIT,IBIT,yfinance
2025-03-27,49.439998626708984,33004000,IBIT,IBIT,yfinance
2025-03-28,47.560001373291016,37749400,IBIT,IBIT,yfinance
2025-03-31,46.810001373291016,24010800,IBIT,IBIT,yfinance
2025-04-01,48.29999923706055,30139700,IBIT,IBIT,yfinance
2025-04-02,49.40999984741211,38654700,IBIT,IBIT,yfinance
2025-04-03,46.56999969482422,40676000,IBIT,IBIT,yfinance
2025-04-04,47.709999084472656,68668800,IBIT,IBIT,yfinance
2025-04-07,44.27000045776367,107582100,IBIT,IBIT,yfinance
2025-04-08,43.59000015258789,50053300,IBIT,IBIT,yfinance
2025-04-09,46.83000183105469,85507900,IBIT,IBIT,yfinance
2025-04-10,45.16999816894531,45745700,IBIT,IBIT,yfinance
2025-04-11,47.66999816894531,54223500,IBIT,IBIT,yfinance
2025-04-14,48.279998779296875,32514400,IBIT,IBIT,yfinance
2025-04-15,47.7400016784668,24001700,IBIT,IBIT,yfinance
2025-04-16,47.959999084472656,27463000,IBIT,IBIT,yfinance
2025-04-17,48.2599983215332,23963600,IBIT,IBIT,yfinance
2025-04-21,49.720001220703125,57126900,IBIT,IBIT,yfinance
2025-04-22,52.08000183105469,83738100,IBIT,IBIT,yfinance
2025-04-23,53.20000076293945,60960500,IBIT,IBIT,yfinance
2025-04-24,53.2599983215332,28476600,IBIT,IBIT,yfinance
2025-04-25,54.27000045776367,48231000,IBIT,IBIT,yfinance
2025-04-28,53.880001068115234,34157200,IBIT,IBIT,yfinance
2025-04-29,54.220001220703125,31214000,IBIT,IBIT,yfinance
2025-04-30,53.5099983215332,34189600,IBIT,IBIT,yfinance
2025-05-01,54.95000076293945,52802600,IBIT,IBIT,yfinance
2025-05-02,55.189998626708984,43449000,IBIT,IBIT,yfinance
2025-05-05,53.630001068115234,24957700,IBIT,IBIT,yfinance
2025-05-06,53.970001220703125,20578700,IBIT,IBIT,yfinance
2025-05-07,54.68000030517578,29627400,IBIT,IBIT,yfinance
2025-05-08,57.619998931884766,55449000,IBIT,IBIT,yfinance
2025-05-09,58.65999984741211,36503700,IBIT,IBIT,yfinance
2025-05-12,57.880001068115234,44350600,IBIT,IBIT,yfinance
2025-05-13,59.619998931884766,38312000,IBIT,IBIT,yfinance
2025-05-14,58.7400016784668,38499400,IBIT,IBIT,yfinance
2025-05-15,58.66999816894531,33563800,IBIT,IBIT,yfinance
2025-05-16,59.20000076293945,37353600,IBIT,IBIT,yfinance
2025-05-19,59.9900016784668,50625100,IBIT,IBIT,yfinance
2025-05-20,60.90999984741211,49771100,IBIT,IBIT,yfinance
2025-05-21,61.790000915527344,98801900,IBIT,IBIT,yfinance
2025-05-22,63.22999954223633,66549500,IBIT,IBIT,yfinance
2025-05-23,61.83000183105469,61971400,IBIT,IBIT,yfinance
2025-05-27,62.5,49538600,IBIT,IBIT,yfinance
2025-05-28,60.790000915527344,44241900,IBIT,IBIT,yfinance
2025-05-29,59.9900016784668,70159800,IBIT,IBIT,yfinance
2025-05-30,59.459999084472656,45680000,IBIT,IBIT,yfinance
2025-06-02,59.36000061035156,30733500,IBIT,IBIT,yfinance
2025-06-03,60.400001525878906,37381600,IBIT,IBIT,yfinance
2025-06-04,59.63999938964844,32365300,IBIT,IBIT,yfinance
2025-06-05,57.869998931884766,57995000,IBIT,IBIT,yfinance
2025-06-06,59.2599983215332,34477600,IBIT,IBIT,yfinance
2025-06-09,61.77000045776367,43950300,IBIT,IBIT,yfinance
2025-06-10,62.290000915527344,32894300,IBIT,IBIT,yfinance
2025-06-11,61.84000015258789,30336900,IBIT,IBIT,yfinance
2025-06-12,60.70000076293945,36713600,IBIT,IBIT,yfinance
2025-06-13,59.7400016784668,42127800,IBIT,IBIT,yfinance
2025-06-16,61.79999923706055,42415200,IBIT,IBIT,yfinance
2025-06-17,59.5,53900700,IBIT,IBIT,yfinance
2025-06-18,58.970001220703125,40166400,IBIT,IBIT,yfinance
2025-06-20,58.66999816894531,35261800,IBIT,IBIT,yfinance
2025-06-23,58.66999816894531,63747200,IBIT,IBIT,yfinance
2025-06-24,60.060001373291016,40387200,IBIT,IBIT,yfinance
2025-06-25,61.275001525878906,40812500,IBIT,IBIT,yfinance
2025-06-26,61.13999938964844,29434600,IBIT,IBIT,yfinance
2025-06-27,60.720001220703125,35637900,IBIT,IBIT,yfinance
2025-06-30,61.209999084472656,34174000,IBIT,IBIT,yfinance
2025-07-01,59.84000015258789,35575500,IBIT,IBIT,yfinance
2025-07-02,62.41999816894531,65900200,IBIT,IBIT,yfinance
2025-07-03,62.189998626708984,32662400,IBIT,IBIT,yfinance
2025-07-07,61.400001525878906,37793400,IBIT,IBIT,yfinance
2025-07-08,61.81999969482422,29471500,IBIT,IBIT,yfinance
2025-07-09,63.58000183105469,56974400,IBIT,IBIT,yfinance
2025-07-10,64.5,84144900,IBIT,IBIT,yfinance
2025-07-11,67.20999908447266,78031900,IBIT,IBIT,yfinance
2025-07-14,68.18000030517578,68391600,IBIT,IBIT,yfinance
2025-07-15,66.16000366210938,82079400,IBIT,IBIT,yfinance
2025-07-16,67.83000183105469,58547500,IBIT,IBIT,yfinance
2025-07-17,67.6500015258789,45310300,IBIT,IBIT,yfinance
2025-07-18,66.68000030517578,51010400,IBIT,IBIT,yfinance
2025-07-21,66.33000183105469,47080800,IBIT,IBIT,yfinance
2025-07-22,67.81999969482422,45383900,IBIT,IBIT,yfinance
2025-07-23,67.29000091552734,34878700,IBIT,IBIT,yfinance
2025-07-24,67.66000366210938,33249900,IBIT,IBIT,yfinance
2025-07-25,66.36000061035156,53995700,IBIT,IBIT,yfinance
2025-07-28,67.0999984741211,38748000,IBIT,IBIT,yfinance
2025-07-29,66.70999908447266,38407300,IBIT,IBIT,yfinance
2025-07-30,66.37000274658203,40903100,IBIT,IBIT,yfinance
2025-07-31,66.31999969482422,41463100,IBIT,IBIT,yfinance
2025-08-01,64.22000122070312,69829700,IBIT,IBIT,yfinance
2025-08-04,65.19999694824219,29985200,IBIT,IBIT,yfinance
2025-08-05,64.55000305175781,31327700,IBIT,IBIT,yfinance
2025-08-06,65.51000213623047,26866700,IBIT,IBIT,yfinance
2025-08-07,66.83000183105469,41363900,IBIT,IBIT,yfinance
2025-08-08,66.12999725341797,29121400,IBIT,IBIT,yfinance
2025-08-11,67.63999938964844,43158500,IBIT,IBIT,yfinance
2025-08-12,67.94999694824219,33459300,IBIT,IBIT,yfinance
2025-08-13,69.83999633789062,54824600,IBIT,IBIT,yfinance
2025-08-14,67.02999877929688,71199600,IBIT,IBIT,yfinance
2025-08-15,66.44000244140625,39585100,IBIT,IBIT,yfinance
2025-08-18,66.05000305175781,33918500,IBIT,IBIT,yfinance
2025-08-19,64.19000244140625,56556200,IBIT,IBIT,yfinance
2025-08-20,64.9000015258789,40798800,IBIT,IBIT,yfinance
2025-08-21,63.689998626708984,34187100,IBIT,IBIT,yfinance
2025-08-22,66.25,66739200,IBIT,IBIT,yfinance
2025-08-25,62.880001068115234,55863400,IBIT,IBIT,yfinance
2025-08-26,63.099998474121094,41469300,IBIT,IBIT,yfinance
2025-08-27,63.650001525878906,33800800,IBIT,IBIT,yfinance
2025-08-28,63.58000183105469,30895800,IBIT,IBIT,yfinance
2025-08-29,61.439998626708984,52647000,IBIT,IBIT,yfinance
2025-09-02,62.970001220703125,46457400,IBIT,IBIT,yfinance
2025-09-03,63.77000045776367,34218100,IBIT,IBIT,yfinance
2025-09-04,62.349998474121094,32780400,IBIT,IBIT,yfinance
2025-09-05,63.41999816894531,47921800,IBIT,IBIT,yfinance
2025-09-08,63.70000076293945,37129800,IBIT,IBIT,yfinance
2025-09-09,63.220001220703125,36145400,IBIT,IBIT,yfinance
2025-09-10,64.52999877929688,45183000,IBIT,IBIT,yfinance
2025-09-11,65.02999877929688,34658200,IBIT,IBIT,yfinance
2025-09-12,66.37999725341797,48551100,IBIT,IBIT,yfinance
2025-09-15,65.5,34018400,IBIT,IBIT,yfinance
2025-09-16,66.37000274658203,33920600,IBIT,IBIT,yfinance
2025-09-17,65.66999816894531,46293700,IBIT,IBIT,yfinance
2025-09-18,66.75,38481200,IBIT,IBIT,yfinance
2025-09-19,65.37000274658203,32989400,IBIT,IBIT,yfinance
2025-09-22,63.650001525878906,42504100,IBIT,IBIT,yfinance
2025-09-23,63.40999984741211,40145000,IBIT,IBIT,yfinance
2025-09-24,64.41999816894531,30977600,IBIT,IBIT,yfinance
2025-09-25,62.099998474121094,63817400,IBIT,IBIT,yfinance
2025-09-26,61.939998626708984,48826000,IBIT,IBIT,yfinance
2025-09-29,64.97000122070312,51102300,IBIT,IBIT,yfinance
2025-09-30,65.0,38099900,IBIT,IBIT,yfinance
2025-10-01,66.73999786376953,57783300,IBIT,IBIT,yfinance
2025-10-02,68.7699966430664,62252200,IBIT,IBIT,yfinance
2025-10-03,69.80999755859375,83244100,IBIT,IBIT,yfinance
2025-10-06,71.29000091552734,68777400,IBIT,IBIT,yfinance
2025-10-07,69.12999725341797,81680200,IBIT,IBIT,yfinance
2025-10-08,70.05999755859375,54245600,IBIT,IBIT,yfinance
2025-10-09,68.73999786376953,55757600,IBIT,IBIT,yfinance
2025-10-10,66.19999694824219,104949200,IBIT,IBIT,yfinance
2025-10-13,65.80999755859375,71877400,IBIT,IBIT,yfinance
2025-10-14,63.90999984741211,75710400,IBIT,IBIT,yfinance
2025-10-15,63.16999816894531,49569100,IBIT,IBIT,yfinance
2025-10-16,61.43000030517578,89080600,IBIT,IBIT,yfinance
2025-10-17,60.470001220703125,94055300,IBIT,IBIT,yfinance
2025-10-20,62.93000030517578,51770200,IBIT,IBIT,yfinance
2025-10-21,63.4900016784668,82011100,IBIT,IBIT,yfinance
2025-10-22,61.209999084472656,72451100,IBIT,IBIT,yfinance
2025-10-23,62.560001373291016,41591300,IBIT,IBIT,yfinance
2025-10-24,62.83000183105469,39980900,IBIT,IBIT,yfinance
2025-10-27,65.27999877929688,49298000,IBIT,IBIT,yfinance
2025-10-28,64.48999786376953,47609800,IBIT,IBIT,yfinance
2025-10-29,62.75,76944400,IBIT,IBIT,yfinance
2025-10-30,60.400001525878906,57355600,IBIT,IBIT,yfinance
2025-10-31,62.29999923706055,47300700,IBIT,IBIT,yfinance
2025-11-03,60.529998779296875,51820400,IBIT,IBIT,yfinance
2025-11-04,57.18000030517578,105318000,IBIT,IBIT,yfinance
2025-11-05,58.91999816894531,51487200,IBIT,IBIT,yfinance
2025-11-06,57.2599983215332,54876200,IBIT,IBIT,yfinance
2025-11-07,58.880001068115234,64022300,IBIT,IBIT,yfinance
2025-11-10,60.189998626708984,51036700,IBIT,IBIT,yfinance
2025-11-11,58.349998474121094,33993800,IBIT,IBIT,yfinance
2025-11-12,57.59000015258789,41656400,IBIT,IBIT,yfinance
2025-11-13,55.59000015258789,78277800,IBIT,IBIT,yfinance
2025-11-14,53.474998474121094,94217100,IBIT,IBIT,yfinance
2025-11-17,52.099998474121094,92045900,IBIT,IBIT,yfinance
2025-11-18,52.65999984741211,75629000,IBIT,IBIT,yfinance
2025-11-19,50.72999954223633,94744600,IBIT,IBIT,yfinance
2025-11-20,48.959999084472656,122462500,IBIT,IBIT,yfinance
2025-11-21,47.970001220703125,168213500,IBIT,IBIT,yfinance
2025-11-24,50.56999969482422,82759100,IBIT,IBIT,yfinance
2025-11-25,49.560001373291016,65052800,IBIT,IBIT,yfinance
2025-11-26,51.029998779296875,66507200,IBIT,IBIT,yfinance
2025-11-28,51.54999923706055,47334600,IBIT,IBIT,yfinance
2025-12-01,48.5,89232100,IBIT,IBIT,yfinance
2025-12-02,51.66999816894531,72757600,IBIT,IBIT,yfinance
2025-12-03,52.7400016784668,57151700,IBIT,IBIT,yfinance
2025-12-04,52.5099983215332,40571700,IBIT,IBIT,yfinance
2025-12-05,50.689998626708984,55578500,IBIT,IBIT,yfinance
2025-12-08,51.52000045776367,43121800,IBIT,IBIT,yfinance
2025-12-09,52.849998474121094,55905900,IBIT,IBIT,yfinance
2025-12-10,52.4900016784668,56217000,IBIT,IBIT,yfinance
2025-12-11,52.099998474121094,50372600,IBIT,IBIT,yfinance
2025-12-12,51.20000076293945,47356200,IBIT,IBIT,yfinance
2025-12-15,48.65999984741211,73130500,IBIT,IBIT,yfinance
2025-12-16,49.709999084472656,56074700,IBIT,IBIT,yfinance
2025-12-17,48.709999084472656,79012800,IBIT,IBIT,yfinance
2025-12-18,47.959999084472656,71534600,IBIT,IBIT,yfinance
2025-12-19,49.90999984741211,62739200,IBIT,IBIT,yfinance
2025-12-22,50.09000015258789,50019100,IBIT,IBIT,yfinance
2025-12-23,49.650001525878906,43757600,IBIT,IBIT,yfinance
2025-12-24,49.459999084472656,22759300,IBIT,IBIT,yfinance
2025-12-26,49.61000061035156,38333100,IBIT,IBIT,yfinance
2025-12-29,49.380001068115234,32269300,IBIT,IBIT,yfinance
2025-12-30,49.83000183105469,44071800,IBIT,IBIT,yfinance
2025-12-31,49.650001525878906,33834300,IBIT,IBIT,yfinance
2026-01-02,50.939998626708984,65968800,IBIT,IBIT,yfinance
2026-01-05,53.459999084472656,76547400,IBIT,IBIT,yfinance
2026-01-06,52.45000076293945,54907400,IBIT,IBIT,yfinance
2026-01-07,51.540000915527344,44367000,IBIT,IBIT,yfinance
2026-01-08,51.52000045776367,42787300,IBIT,IBIT,yfinance
2026-01-09,51.15999984741211,39688400,IBIT,IBIT,yfinance
2026-01-12,51.869998931884766,40729100,IBIT,IBIT,yfinance
2026-01-13,53.56999969482422,65696700,IBIT,IBIT,yfinance
2026-01-14,55.439998626708984,85891200,IBIT,IBIT,yfinance
2026-01-15,54.0,50521000,IBIT,IBIT,yfinance
2026-01-16,54.2400016784668,43292300,IBIT,IBIT,yfinance
2026-01-20,50.7599983215332,76481100,IBIT,IBIT,yfinance
2026-01-21,51.11000061035156,70127800,IBIT,IBIT,yfinance
2026-01-22,50.66999816894531,49100900,IBIT,IBIT,yfinance
2026-01-23,50.70000076293945,48026600,IBIT,IBIT,yfinance
2026-01-26,49.650001525878906,43973100,IBIT,IBIT,yfinance
2026-01-27,50.630001068115234,51840700,IBIT,IBIT,yfinance
2026-01-28,50.5099983215332,42931400,IBIT,IBIT,yfinance
2026-01-29,47.599998474121094,113944200,IBIT,IBIT,yfinance
2026-01-30,47.4900016784668,72346100,IBIT,IBIT,yfinance
2026-02-02,44.220001220703125,106528100,IBIT,IBIT,yfinance
2026-02-03,43.29999923706055,125821800,IBIT,IBIT,yfinance
2026-02-04,41.56999969482422,110932700,IBIT,IBIT,yfinance
2026-02-05,36.099998474121094,284371500,IBIT,IBIT,yfinance
2026-02-06,39.68000030517578,163384200,IBIT,IBIT,yfinance
2026-02-09,40.11000061035156,77526100,IBIT,IBIT,yfinance
2026-02-10,38.970001220703125,61505400,IBIT,IBIT,yfinance
2026-02-11,38.290000915527344,71103800,IBIT,IBIT,yfinance
2026-02-12,37.04999923706055,62511900,IBIT,IBIT,yfinance
2026-02-13,38.970001220703125,65553100,IBIT,IBIT,yfinance
2026-02-17,38.38999938964844,54882700,IBIT,IBIT,yfinance
2026-02-18,37.540000915527344,50091300,IBIT,IBIT,yfinance
2026-02-19,38.06999969482422,44587900,IBIT,IBIT,yfinance
2026-02-20,38.41999816894531,62202100,IBIT,IBIT,yfinance
2026-02-23,36.54999923706055,61935300,IBIT,IBIT,yfinance
2026-02-24,36.529998779296875,47064700,IBIT,IBIT,yfinance
2026-02-25,39.22999954223633,79921100,IBIT,IBIT,yfinance
2026-02-26,38.2599983215332,51941100,IBIT,IBIT,yfinance
2026-02-27,37.189998626708984,48597800,IBIT,IBIT,yfinance
2026-03-02,39.19499969482422,101283200,IBIT,IBIT,yfinance
2026-03-03,38.70000076293945,70667500,IBIT,IBIT,yfinance
2026-03-04,41.439998626708984,115483500,IBIT,IBIT,yfinance
2026-03-05,40.38999938964844,61402200,IBIT,IBIT,yfinance
2026-03-06,38.599998474121094,57220300,IBIT,IBIT,yfinance
2026-03-09,39.130001068115234,73613500,IBIT,IBIT,yfinance
2026-03-10,39.709999084472656,62965500,IBIT,IBIT,yfinance
2026-03-11,40.06999969482422,46499500,IBIT,IBIT,yfinance
2026-03-12,39.95000076293945,42455300,IBIT,IBIT,yfinance
2026-03-13,40.369998931884766,83099400,IBIT,IBIT,yfinance
2026-03-16,41.939998626708984,61056300,IBIT,IBIT,yfinance
2026-03-17,42.27000045776367,41259400,IBIT,IBIT,yfinance
2026-03-18,40.2599983215332,64030000,IBIT,IBIT,yfinance
2026-03-19,39.81999969482422,58778600,IBIT,IBIT,yfinance
2026-03-20,39.77000045776367,50329600,IBIT,IBIT,yfinance
2026-03-23,40.04999923706055,49007900,IBIT,IBIT,yfinance
2026-03-24,39.279998779296875,54512900,IBIT,IBIT,yfinance
2026-03-25,40.16999816894531,41787900,IBIT,IBIT,yfinance
2026-03-26,38.81999969482422,43649100,IBIT,IBIT,yfinance
2026-03-27,37.400001525878906,66924500,IBIT,IBIT,yfinance
2026-03-30,37.68000030517578,41352900,IBIT,IBIT,yfinance
2026-03-31,38.41999816894531,51580700,IBIT,IBIT,yfinance
2026-04-01,38.63999938964844,34296500,IBIT,IBIT,yfinance
2026-04-02,37.970001220703125,34264400,IBIT,IBIT,yfinance
2026-04-06,39.52000045776367,40428400,IBIT,IBIT,yfinance
2026-04-07,39.099998474121094,30502000,IBIT,IBIT,yfinance
2026-04-08,40.41999816894531,60582600,IBIT,IBIT,yfinance
2026-04-09,40.90999984741211,33030900,IBIT,IBIT,yfinance
2026-04-10,41.560001373291016,34798000,IBIT,IBIT,yfinance
2026-04-13,41.59000015258789,42989000,IBIT,IBIT,yfinance
2026-04-14,42.130001068115234,68489800,IBIT,IBIT,yfinance
2026-04-15,42.560001373291016,35561300,IBIT,IBIT,yfinance
2026-04-16,42.72999954223633,37189200,IBIT,IBIT,yfinance
2026-04-17,43.939998626708984,80357500,IBIT,IBIT,yfinance
2026-04-20,43.25,37820900,IBIT,IBIT,yfinance
2026-04-21,42.5099983215332,30898300,IBIT,IBIT,yfinance
2026-04-22,44.75,51415300,IBIT,IBIT,yfinance
2026-04-23,44.04999923706055,40169200,IBIT,IBIT,yfinance
2026-04-24,44.02000045776367,28410600,IBIT,IBIT,yfinance
2024-01-02,497.5899963378906,45558,IE00B5BMR087,CSPX.L,yfinance
2024-01-03,494.6499938964844,80014,IE00B5BMR087,CSPX.L,yfinance
2024-01-04,495.29998779296875,52474,IE00B5BMR087,CSPX.L,yfinance
2024-01-05,494.1000061035156,58499,IE00B5BMR087,CSPX.L,yfinance
2024-01-08,495.29998779296875,63324,IE00B5BMR087,CSPX.L,yfinance
2024-01-09,498.260009765625,165167,IE00B5BMR087,CSPX.L,yfinance
2024-01-10,499.57000732421875,263670,IE00B5BMR087,CSPX.L,yfinance
2024-01-11,497.75,164718,IE00B5BMR087,CSPX.L,yfinance
2024-01-12,501.69000244140625,89975,IE00B5BMR087,CSPX.L,yfinance
2024-01-15,501.6099853515625,108237,IE00B5BMR087,CSPX.L,yfinance
2024-01-16,501.4200134277344,66527,IE00B5BMR087,CSPX.L,yfinance
